year,round,winner,loser,prob_winner,correct
2012,R128,Marcos Baghdatis,Albert Montanes,0.6171737426835335,1
2012,R128,Sam Querrey,Vasek Pospisil,0.8512305984551005,1
2012,R128,Milos Raonic,Santiago Giraldo,0.7143576844370287,1
2012,R128,Grigor Dimitrov,Kevin Anderson,0.47987508623912345,0
2013,R128,Grigor Dimitrov,Simone Bolelli,0.6536052072450128,1
2013,R128,Leonardo Mayer,Aljaz Bedene,0.4023754160545203,0
2013,R128,Jan-Lennard Struff,Blaz Kavcic,0.4195946188376559,0
2013,R128,Grega Zemlja,Michael Russell,0.6356220546959547,1
2013,R128,Jesse Levine,Guido Pella,0.4994902280248286,0
2013,R128,Radek Stepanek,Matt Reid,0.8181534576967738,1
2013,R128,Jerzy Janowicz,Kyle Edmund,0.7413190989368653,1
2013,R128,Guillaume Rufin,Marinko Matosevic,0.45372392724177774,0
2013,R128,Nicolas Almagro,Jurgen Zopp,0.8451745392646094,1
